level,file,occurrences,route_like_snippet
LIV-025,src/live-sound-native-renderer.v6-before-front-panel-fix.js,3,
LIV-025,src/live-sound-native-renderer.v6-before-index-checklist-fix.js,3,
LIV-025,src/live-sound-native-renderer.v6-before-path-card-checklist-fix.js,3,
LIV-025,src/live-sound-native-renderer.v6-before-safe-checklist-fix.js,4,"gain.connect(ctx.destination);
osc.start();
osc.stop(ctx.currentTime + 0.17);
setTimeout(() => ctx.close && ctx.close(), 240);
} catch (err) {}
}
function markChecklist(routeKey) {
// Temporarily disabled for LIV-025 v6 lifecycle recovery.
// The broad checklist DOM scan can select/stylize a parent sidebar container,
// causing the left task column to disappear after the first valid route.
console.log(""[Signal Flow] Checklist mark skipped for native recovery:"", routeKey);
function unmarkChecklist(routeKey) {
// Temporarily disabled with markChecklist during native recovery.
console.log(""[Signal Flow] Checklist unmark skipped for native recovery:"", routeKey);
function setSelected(node, selected) {
node.el.style.boxShadow = selected
? ""0 0 0 3px rgba(111,208,255,.95), 0 0 20px rgba(111,208,255,.55)"""
LIV-025,src/live-sound-native-renderer.v6-before-visibility-lifecycle-fix.js,3,
LIV-025,src/live-sound-native-renderer.v6-before-zstack-fix.js,3,
LIV-025,src/live-sound-native-renderer.v6r10-before-coin-and-hint-toggle.js,5,"});
surface.appendChild(layer);
redrawCables(layer);
installCableDrag(layer);
}
function raiseHintOverlays() {
// Native LIV-025 layer sits high in the board. Keep hint UI visible above it.
Array.from(document.querySelectorAll(""div, section, article, aside, dialog""))
.forEach(el => {
if (!el || !el.isConnected) return;
if (el.closest("".sf-live-native-layer"")) return;
const text = normalize(textOf(el));
const cls = String(el.className || """").toLowerCase();
const looksLikeHint =
cls.includes(""hint"") ||
text.includes(""hint"") ||
text.includes(""show hints"") ||
text.includes(""hide hints"");"
LIV-025,src/live-sound-native-renderer.v6r11-stable-before-empty-board-clear-fix.js,5,"});
surface.appendChild(layer);
redrawCables(layer);
installCableDrag(layer);
}
function raiseHintOverlays() {
// Native LIV-025 layer sits high in the board. Keep hint UI visible above it.
Array.from(document.querySelectorAll(""div, section, article, aside, dialog""))
.forEach(el => {
if (!el || !el.isConnected) return;
if (el.closest("".sf-live-native-layer"")) return;
const text = normalize(textOf(el));
const cls = String(el.className || """").toLowerCase();
const looksLikeHint =
cls.includes(""hint"") ||
text.includes(""hint"") ||
text.includes(""show hints"") ||
text.includes(""hide hints"");"
LIV-025,src/live-sound-native-renderer.v6r11-stable-liv025.js,5,"});
surface.appendChild(layer);
redrawCables(layer);
installCableDrag(layer);
}
function raiseHintOverlays() {
// Native LIV-025 layer sits high in the board. Keep hint UI visible above it.
Array.from(document.querySelectorAll(""div, section, article, aside, dialog""))
.forEach(el => {
if (!el || !el.isConnected) return;
if (el.closest("".sf-live-native-layer"")) return;
const text = normalize(textOf(el));
const cls = String(el.className || """").toLowerCase();
const looksLikeHint =
cls.includes(""hint"") ||
text.includes(""hint"") ||
text.includes(""show hints"") ||
text.includes(""hide hints"");"
LIV-025,src/live-sound-native-renderer.v6r12-empty-click-fixed-before-drag.js,5,"});
surface.appendChild(layer);
redrawCables(layer);
installCableDrag(layer);
}
function raiseHintOverlays() {
// Native LIV-025 layer sits high in the board. Keep hint UI visible above it.
Array.from(document.querySelectorAll(""div, section, article, aside, dialog""))
.forEach(el => {
if (!el || !el.isConnected) return;
if (el.closest("".sf-live-native-layer"")) return;
const text = normalize(textOf(el));
const cls = String(el.className || """").toLowerCase();
const looksLikeHint =
cls.includes(""hint"") ||
text.includes(""hint"") ||
text.includes(""show hints"") ||
text.includes(""hide hints"");"
LIV-025,src/live-sound-native-renderer.v6r13-before-drag-to-patch.js,5,"});
surface.appendChild(layer);
redrawCables(layer);
installCableDrag(layer);
}
function raiseHintOverlays() {
// Native LIV-025 layer sits high in the board. Keep hint UI visible above it.
Array.from(document.querySelectorAll(""div, section, article, aside, dialog""))
.forEach(el => {
if (!el || !el.isConnected) return;
if (el.closest("".sf-live-native-layer"")) return;
const text = normalize(textOf(el));
const cls = String(el.className || """").toLowerCase();
const looksLikeHint =
cls.includes(""hint"") ||
text.includes(""hint"") ||
text.includes(""show hints"") ||
text.includes(""hide hints"");"
LIV-025,src/live-sound-native-renderer.v6r14-drag-to-patch-before-score-physics-flicker.js,6,"{ x: from.x, y: midY },
{ x: to.x, y: midY },
to,
0.5
);
}
function createCableDragHandle(layer, route) {
// Disabled: LIV-025 now uses drag-from-endpoint-to-endpoint patching,
// not midpoint cable-bend handles.
return;
const point = cablePointAtMid(route.fromPoint, route.toPoint, route.bend || 0);
const handle = document.createElement(""button"");
handle.type = ""button"";
handle.className = ""sf-cable-drag-handle"";
handle.setAttribute(""aria-label"", ""Drag cable"");
handle.dataset.routeKey = route.key;
handle.style.cssText = [
""position:absolute"",
""left:"" + point.x + ""px"",
});
surface.appendChild(layer);
redrawCables(layer);
installCableDrag(layer);
function raiseHintOverlays() {
// Native LIV-025 layer sits high in the board. Keep hint UI visible above it.
Array.from(document.querySelectorAll(""div, section, article, aside, dialog""))
.forEach(el => {
if (!el || !el.isConnected) return;
if (el.closest("".sf-live-native-layer"")) return;
const text = normalize(textOf(el));
const cls = String(el.className || """").toLowerCase();
const looksLikeHint =
cls.includes(""hint"") ||
text.includes(""hint"") ||
text.includes(""show hints"") ||
text.includes(""hide hints"");"
LIV-025,src/live-sound-native-renderer.v6r15-before-neutral-drag-preview.js,7,"}
function defaultCableBend(routeKey, index) {
const lanes = [-54, -36, -20, 18, 34, 52, 68];
return lanes[(cableHash(routeKey) + index) % lanes.length];
function cableD(from, to, bend) {
// LIV-025 natural cable feel:
// - cables sag downward with gravity
// - each route gets a slightly different lane/bow
// - near-vertical runs bow sideways instead of stacking on top of each other
const dx = to.x - from.x;
const dy = to.y - from.y;
const span = Math.max(1, Math.hypot(dx, dy));
const lane = Number.isFinite(bend) ? bend : 0;
const sag = Math.max(38, Math.min(190, span * 0.20 + Math.abs(dy) * 0.10));
const verticalish = Math.abs(dy) > Math.abs(dx) * 1.35;
let c1;
let c2;
{ x: from.x, y: midY },
{ x: to.x, y: midY },
to,
0.5
);
function createCableDragHandle(layer, route) {
// Disabled: LIV-025 now uses drag-from-endpoint-to-endpoint patching,
// not midpoint cable-bend handles.
return;
const point = cablePointAtMid(route.fromPoint, route.toPoint, route.bend || 0);
const handle = document.createElement(""button"");
handle.type = ""button"";
handle.className = ""sf-cable-drag-handle"";
handle.setAttribute(""aria-label"", ""Drag cable"");
handle.dataset.routeKey = route.key;
handle.style.cssText = [
""position:absolute"",
""left:"" + point.x + ""px"",
});
surface.appendChild(layer);
redrawCables(layer);
installCableDrag(layer);
function raiseHintOverlays() {
// Native LIV-025 layer sits high in the board. Keep hint UI visible above it.
Array.from(document.querySelectorAll(""div, section, article, aside, dialog""))
.forEach(el => {
if (!el || !el.isConnected) return;
if (el.closest("".sf-live-native-layer"")) return;
const text = normalize(textOf(el));
const cls = String(el.className || """").toLowerCase();
const looksLikeHint =
cls.includes(""hint"") ||
text.includes(""hint"") ||
text.includes(""show hints"") ||
text.includes(""hide hints"");"
LIV-025,src/live-sound-native-renderer.v6r16-before-system-processor-up.js,7,"}
function defaultCableBend(routeKey, index) {
const lanes = [-54, -36, -20, 18, 34, 52, 68];
return lanes[(cableHash(routeKey) + index) % lanes.length];
function cableD(from, to, bend) {
// LIV-025 natural cable feel:
// - cables sag downward with gravity
// - each route gets a slightly different lane/bow
// - near-vertical runs bow sideways instead of stacking on top of each other
const dx = to.x - from.x;
const dy = to.y - from.y;
const span = Math.max(1, Math.hypot(dx, dy));
const lane = Number.isFinite(bend) ? bend : 0;
const sag = Math.max(38, Math.min(190, span * 0.20 + Math.abs(dy) * 0.10));
const verticalish = Math.abs(dy) > Math.abs(dx) * 1.35;
let c1;
let c2;
{ x: from.x, y: midY },
{ x: to.x, y: midY },
to,
0.5
);
function createCableDragHandle(layer, route) {
// Disabled: LIV-025 now uses drag-from-endpoint-to-endpoint patching,
// not midpoint cable-bend handles.
return;
const point = cablePointAtMid(route.fromPoint, route.toPoint, route.bend || 0);
const handle = document.createElement(""button"");
handle.type = ""button"";
handle.className = ""sf-cable-drag-handle"";
handle.setAttribute(""aria-label"", ""Drag cable"");
handle.dataset.routeKey = route.key;
handle.style.cssText = [
""position:absolute"",
""left:"" + point.x + ""px"",
});
surface.appendChild(layer);
redrawCables(layer);
installCableDrag(layer);
function raiseHintOverlays() {
// Native LIV-025 layer sits high in the board. Keep hint UI visible above it.
Array.from(document.querySelectorAll(""div, section, article, aside, dialog""))
.forEach(el => {
if (!el || !el.isConnected) return;
if (el.closest("".sf-live-native-layer"")) return;
const text = normalize(textOf(el));
const cls = String(el.className || """").toLowerCase();
const looksLikeHint =
cls.includes(""hint"") ||
text.includes(""hint"") ||
text.includes(""show hints"") ||
text.includes(""hide hints"");"
LIV-025,src/live-sound-native-renderer.v6r17-stable-liv025.js,7,"}
function defaultCableBend(routeKey, index) {
const lanes = [-54, -36, -20, 18, 34, 52, 68];
return lanes[(cableHash(routeKey) + index) % lanes.length];
function cableD(from, to, bend) {
// LIV-025 natural cable feel:
// - cables sag downward with gravity
// - each route gets a slightly different lane/bow
// - near-vertical runs bow sideways instead of stacking on top of each other
const dx = to.x - from.x;
const dy = to.y - from.y;
const span = Math.max(1, Math.hypot(dx, dy));
const lane = Number.isFinite(bend) ? bend : 0;
const sag = Math.max(38, Math.min(190, span * 0.20 + Math.abs(dy) * 0.10));
const verticalish = Math.abs(dy) > Math.abs(dx) * 1.35;
let c1;
let c2;
{ x: from.x, y: midY },
{ x: to.x, y: midY },
to,
0.5
);
function createCableDragHandle(layer, route) {
// Disabled: LIV-025 now uses drag-from-endpoint-to-endpoint patching,
// not midpoint cable-bend handles.
return;
const point = cablePointAtMid(route.fromPoint, route.toPoint, route.bend || 0);
const handle = document.createElement(""button"");
handle.type = ""button"";
handle.className = ""sf-cable-drag-handle"";
handle.setAttribute(""aria-label"", ""Drag cable"");
handle.dataset.routeKey = route.key;
handle.style.cssText = [
""position:absolute"",
""left:"" + point.x + ""px"",
});
surface.appendChild(layer);
redrawCables(layer);
installCableDrag(layer);
function raiseHintOverlays() {
// Native LIV-025 layer sits high in the board. Keep hint UI visible above it.
Array.from(document.querySelectorAll(""div, section, article, aside, dialog""))
.forEach(el => {
if (!el || !el.isConnected) return;
if (el.closest("".sf-live-native-layer"")) return;
const text = normalize(textOf(el));
const cls = String(el.className || """").toLowerCase();
const looksLikeHint =
cls.includes(""hint"") ||
text.includes(""hint"") ||
text.includes(""show hints"") ||
text.includes(""hide hints"");"
LIV-025,src/live-sound-native-renderer.v6r4-routing-checklist-good-before-front-panel.js,3,
LIV-025,src/live-sound-native-renderer.v6r5-working-routing-checklist-hide-panel-next.js,3,
LIV-025,src/live-sound-native-renderer.v6r7-working-hide-panel-before-sound.js,4,
LIV-025,src/live-sound-native-renderer.v6r8-working-before-hide-inspect-hints.js,4,
LIV-025,src/live-sound-native-renderer.v6r9-before-real-sfx.js,5,"});
surface.appendChild(layer);
redrawCables(layer);
installCableDrag(layer);
}
function raiseHintOverlays() {
// Native LIV-025 layer sits high in the board. Keep hint UI visible above it.
Array.from(document.querySelectorAll(""div, section, article, aside, dialog""))
.forEach(el => {
if (!el || !el.isConnected) return;
if (el.closest("".sf-live-native-layer"")) return;
const text = normalize(textOf(el));
const cls = String(el.className || """").toLowerCase();
const looksLikeHint =
cls.includes(""hint"") ||
text.includes(""hint"") ||
text.includes(""show hints"") ||
text.includes(""hide hints"");"
